vmNumber,institutionCode,URL,scientificName,country,stateProvince,verbatimLocality,decimalLatitude,decimalLongitude,eventDate,recordedBy
4326,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4326,Uroplectes gracilior,South Africa,Northern Cape,Louievale Farm,-30.6607,22.129072,2020-05-06,Tippett RM
3397,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3397,Uroplectes carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-09-11,Tippett RM
3398,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3398,Uroplectes carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-09-11,Tippett RM
3406,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3406,Uroplectes carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-09-23,Tippett RM
3423,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3423,Parabuthus schlechteri,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-01,Tippett RM
3425,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3425,Parabuthus nanus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-08,Tippett RM
3426,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3426,Uroplectes carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-08,Tippett RM
3427,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3427,Opistophthalmus carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-08,Tippett RM
3428,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3428,Parabuthus laevifrons,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-08,Tippett RM
3429,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3429,Opistophthalmus carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-08,Tippett RM
3430,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3430,Parabuthus granulatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-08,Tippett RM
3431,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3431,Parabuthus schlechteri,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-08,Tippett RM
3433,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3433,Uroplectes carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-10,Tippett RM
3434,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3434,Opistophthalmus carinatus,South Africa,Northern Cape,Brak Farm,-30.6027,22.126757,2018-10-10,Tippett RM
3435,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3435,Uroplectes gracilior,South Africa,Northern Cape,Brak Farm,-30.58455,22.119767,2018-10-10,Tippett RM
3436,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3436,Parabuthus nanus,South Africa,Northern Cape,Brak Farm,-30.58455,22.119767,2018-10-10,Tippett RM
3437,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3437,Parabuthus capensis,South Africa,Northern Cape,Brak Farm,-30.58455,22.119767,2018-10-10,Tippett RM
3447,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-3447,Uroplectes gracilior,South Africa,Northern Cape,Brak Farm,-30.58748,22.121499,2018-10-10,Tippett RM
